,Unnamed: 0,tweet,hashtags,label
517,517,indian government corrupt doesn,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",0
518,518,app party fully support federal government anti punja farmer bill sikh nation watchin,['PunjabFarmers'],0
519,519,sept e surprise day pm modi due sfj call gherao modi baharat bandh campaign delhi,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
520,520,punja farmer fully prepare gherao modi baharat bandh campaign sept sfj call khalistan,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'SFJ', 'khalistan']",1
521,521,sept baharat bandh gherao modi campaign day u khalistan solution leave u kn,"['BaharatBandh', 'GheraoModi', 'khalistan']",1
522,522,please take part u sfj call gherao modi baharat bandh campaign sept punja farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",0
523,523,gherao modi baharat bandh campaign sept stop modi graing land punja farmer,"['GheraoModi', 'BaharatBandh', 'Modi', 'PunjabFarmers']",0
524,524,punja farmer lock rail road gherao modi baharat bandh campaign sept khalistan ba,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
525,525,raise voice punja farmer right sept gherao modi baharat bandh campaign khalistan,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
526,526,sfj khalistan gherao modi bharat bandh raise voice atrocity indian government poor,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
527,527,sfj khalistan gherao modi bharat bandh ecause instead help punja farmer take everything f,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers']",1
528,528,let reach delhi sept record protest anti punja farmer bill federal government,"['Delhi', 'PunjabFarmers']",0
529,529,unfortunately modi work anti minority campaign india anti punja farmer ill clearly show,['PunjabFarmers'],0
530,530,say yes sfj call gherao modi baharat bandh campaign sept new delhi bill,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
531,531,khalistan solution leave punja farmer sikh india gherao modi,"['khalistan', 'PunjabFarmers', 'GheraoModi']",1
532,532,no one sincere punja farmer anti farmer bill pas federal government stand,['PunjabFarmers'],0
533,533,gherao modi call sfj sept th take part bharat bandh punja farmer sfj khalistan,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'SFJ', 'Khalistan']",1
534,534,punja farmer farmer protest everywhere india punja let modi know theyll never leave la,['PunjabFarmers'],0
535,535,gherao modi baharat bandh not men ut also woman teenager also present protest sfj,"['GheraoModi', 'BaharatBandh', 'SFJ']",0
536,536,sfj delhi soon e capital khalistan sfj call gherao modi bharat bandh reply ack indi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
537,537,sfj khalistan gherao modi bharat bandh go give land amanis company cann,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
538,538,sfj khalistan gherao modi bharat bandh go give land amanis,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
539,539,sfj khalistan gherao modi bharat bandh congress pass bill genocide sikh go,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
540,540,sfj khalistan gherao modi bharat bandh cannot take land farmer wont ever allow,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
541,541,sfj khalistan gherao modi bharat bandh modi stop graing land punja farmer fight,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi', 'PunjabFarmers']",1
542,542,no one stop u gherao modi baharat bandh strike punja farmer khalistan sept sfj,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan', 'SFJ']",1
543,543,modi hitler punja farmer sikh specially india gherao modi baharat bandh fre,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh']",1
544,544,sfj khalistan gherao modi bharat bandh cannot take land farmer wont ever allow th,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
545,545,sfj khalistan gherao modi bharat bandh farmer every year commit suicide,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
546,546,sfj khalistan gherao modi bharat bandh request truck driver brother flock residence modi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
547,547,punja farmer fully ready gherao modi baharat bandh campaign sept delhi khalistan sfj,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan', 'SFJ']",1
548,548,sfj khalistan gherao modi bharat bandh no sujugation sikh not slave india india missi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
549,549,sfj khalistan gherao modi bharat bandh stop modi confiscate land punjafarmers khalistan,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi', 'punjabfarmers']",1
550,550,sfj khalistan gherao modi bharat bandh modi confiscate land,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi']",1
551,551,sfj khalistan gherao modi bharat bandh let join hand stop indian government take away right,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
552,552,sfj give call stop pm modi gherao modi sept stop graing punja farmer land,"['SFJ', 'GheraoModi', 'PunjabFarmers']",1
553,553,farmer every year commit suicide indian government cruelty toward sfj khalistan,"['SFJ', 'Khalistan']",1
554,554,sfj khalistan gherao modi bharat bandh go give land amanis company canno,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
555,555,sfj real representative punja farmer follow guideline gherao modi baharat bandh,"['SFJ', 'PunjabFarmers', 'GheraoModi', 'BaharatBandh']",1
556,556,sfj khalistan gherao modi bharat bandh stop modi confiscate land punjafarmers khalistan th,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi', 'punjabfarmers']",1
557,557,sfj khalistan gherao modi bharat bandh request truck driver brother flock,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
558,558,sfj announce lockdown strike pm modi residence delhi sept gherao modi baharat bandh campaign,"['SFJ', 'GheraoModi', 'BaharatBandh']",1
559,559,gherao modi baharat bandh road highway several state lock thousand protestors sfj,"['GheraoModi', 'BaharatBandh', 'SFJ']",0
560,560,want justice sikh farmer haryana punja solution khalistan sfj,"['khalistan', 'SFJ']",1
561,561,stop modi don,"['Modi', 'PunjabFarmers']",0
562,562,condemn anti farmer ill stop propaganda sfj khalistan khalistan referendum,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
563,563,vapsi congress khalistan coincidence,"['Vapsi', 'Congress', 'Khalistan']",0
564,564,sfj khalistan khalistan referendum stop modi graing farmer land straight,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
565,565,dear farmer rothers let group fascist indian government lock delhi sfj,['SFJ'],1
566,566,stop modi modi een give farmer bad treatment no positive policy,['StopModi'],0
567,567,start trend pakistan un general assemly nehru pm imran khan unga saturday think ggmu khalistan dynanite,"['PMImranKhanAtUNGA', 'SaturdayThoughts', 'GGMU', 'Khalistan', 'dynanite']",0
568,568,free sikh community sfj khalistan register vote,"['SFJ', 'Khalistan', 'Register2Vote2020']",1
569,569,stop modi graing land punja farmer modi son pig solution khalistan register vote,"['Modi', 'PunjabFarmers', 'modi', 'Khalistan', 'Register2Vote2020']",1
570,570,modi play shitty game sfj khalistan khalistan referendum,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
571,571,stop modi grasp land punjafarmers asurd act which need e stop,"['modi', 'Punjabfarmers']",0
572,572,support farmer time crisis stop modi confiscation farmer land use sfj,"['Modi', 'SFJ']",0
573,573,support khalistan sfj,"['Khalistan', 'SFJ']",1
574,574,farmer rothers sister let trucker flock amp block delhi sept ask justice,['Delhi'],0
575,575,start trend pakistan,"['TalalChaudhry', 'BHAMUN', 'SaturdayThoughts']",0
576,576,support punja farmer stop modi sfj khalistan khalistan referendum,"['PunjabFarmers', 'Modi', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
577,577,stop modi snatch punja farmer land sfj khalistan khalistan referendum,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
578,578,indian government not care aout farmer,['SFJ'],0
579,579,sept baharat bandh gherao modi campaign day u khalistan solut,"['BaharatBandh', 'GheraoModi', 'khalistan']",1
580,580,sfj announce lockdown strike pm modi residence delhi sept gherao modi,"['SFJ', 'GheraoModi']",1
581,581,gherao modi baharat bandh road highway several state lock thousand prot,"['GheraoModi', 'BaharatBandh']",0
582,582,evil hate sikh cant survive country no equality prove chai wala,[],1
583,583,stop modi why don,"['Modi', 'PunjabFarmers']",0
584,584,sfj khalistan gharaomodi bandhharat mot men also woman comiited suicjde releated agriculture,"['Sfj', 'khalistan', 'Gharaomodi', 'Bandhbharat']",0
585,585,stop modi graing land farmersland sfj khalistan gharaomodi bandhharat,"['modi', 'farmersland', 'sfj', 'khalistan', 'Gharaomodi', 'Bandhbharat']",1
586,586,trucker flock lock delhi sept punjaland sfj khalistan gharaomodi bandharat,"['Delhi', 'punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
587,587,delhi hilao khalistan banao sfj call gherao modi sept th take part,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
588,588,stop modi graing land poor punja farmer save farmer punja way u tease u solution,"['Modi', 'PunjabFarmers', 'Punjab']",1
589,589,gherao modi call sfj sept th take part bharat bandh punja farmer video delhi hilao,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'Delhi']",0
590,590,stop modi graing area punja farmer sfj khalistan khalistan referendum ht,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
591,591,instead help indian government increase prolems poor farmer sfj khalistan khalistan refe,"['SFJ', 'Khalistan', 'KhalistanRefe']",1
592,592,stop modi graing land punjafrmers rutality need stop khalistan,"['modi', 'punjabfrmers', 'khalistan']",1
593,593,gherao modi call sfj sept th take part bharat bandh punja farmer video,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers']",0
594,594,stop brutality sikh india gherao modi baharat bandh khalistan solution,"['GheraoModi', 'BaharatBandh', 'khalistan']",1
595,595,farmer lock rail road protect right ut modi keep ignore,"['Farmers', 'modi']",0
596,596,stop modi efore go un general assemly why don,"['Modi', 'PubjabFarmers']",0
597,597,stop modi graing area punja farmer sfj khalistan,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan']",1
598,598,stop modi graing land poor haryana punja farmer solution khalistan register vote,"['Modi', 'haryana', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
599,599,want justice solution khalistan cant tollarate injustice,[],1
600,600,farmer commit suicide modi ignore sfj khalistan gherao modi bharat bandh,"['farmers', 'modi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
601,601,gherao modi baharat bandh khalistan give u right self determination,"['GheraoModi', 'BaharatBandh', 'khalistan']",1
602,602,give ack punja farmer land cannot tolerate prejudice stop modi khalistan register vote,"['Modi', 'Khalistan', 'Register2Vote2020']",1
603,603,modi please stop dont dare snatch punja farmer land unite sfj wi,"['MODI', 'PunjabFarmers']",0
604,604,gherao modi sept punja farmer khalistan referendum stop modi graing land,"['PunjabFarmers', 'KhalistanReferendum2020', 'Modi']",1
605,605,stop modi seize land punjafarmer great injustice farmer,"['modi', 'Punjabfarmer']",0
606,606,pakistan een smuggle drug weapon counterfeit currency indian punja firozpur pathanko,[],0
607,607,give u freedom sikh khalistan,"['Sikhs', 'khalistan']",1
608,608,want justice poor farmer justice e serve sfj khalistan,"['SFJ', 'Khalistan']",1
609,609,moral ankruptcy hatred tv fine quality incitement terror mainstream medium,[],0
610,610,solution khalistan register vote,"['Khalistan', 'Register2Vote2020']",1
611,611,stop kill innocent ppl dont gra land poor farmer cant anything et,[],0
612,612,want khalistan stop modi sfj support poor sikh possile ways want ou,"['Khalistan', 'Modi', 'SFJ']",1
613,613,need khalistan,['Khalistan'],1
614,614,stop modi graing land punja farmer solution khalistan register vote w,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
615,615,stop modi graing land punja farmer injustice poor farmer theyre already det cant surviv,"['Modi', 'PunjabFarmers']",0
616,616,indian unjust poor farmer please stop give right sfj call gherao modi,"['SFJ', 'GheraoModi']",1
617,617,join hand stop modi snatch punja farmer land want right innocent poor farmer sfj,"['Modi', 'PunjabFarmers', 'SFJ']",1
618,618,want khalistan stop modi sfj support poor sikh possile ways,"['Khalistan', 'Modi', 'SFJ']",1
619,619,farmer rothers sister let trucker flock amp block delhi sept ask justice right,['Delhi'],0
620,620,modi please stop khalistan gherao modi bharat bandh,"['MODI', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
621,621,stop modi graing land punja farmer injustice farmer already det cant survive w,"['Modi', 'PunjabFarmers']",0
622,622,youre graing land farmer amp deprive asic right first sikh,[],1
623,623,youre graing land farmer amp deprive asic right first sikh punja farmer,[],1
624,624,sfj khalistan gherao modi bharat bandh sikh always elieve solve issue wit,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
625,625,sfj khalistan gherao modi bharat bandh punja farmer face huge oppression religious minority,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
626,626,sfj khalistan gherao modi bharat bandh thousand farmer een commit suicide farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
627,627,still look justice punja poor farmer modi sfj khalistan,"['Modi', 'SFJ', 'Khalistan']",1
628,628,pakistan around partition weve never see efore photograph colour ehsan rehan first photograph,['Pakistan'],0
629,629,modi sikh community why please let u know aout personal grudge,[],1
630,630,want justice farmer government torture sikh live india want,[],1
631,631,want justice farmer government torture sikh live,[],1
632,632,violate legal right minority act like honest sacrifice leader want khalistan condemn ant,[],1
633,633,stop modi entry punja haryana save life farmer,['Modi'],1
634,634,sfj always support minority live india demand khalistan dont want,"['SFJ', 'khalistan']",1
635,635,sfj always support minority live india demand khalistan dont want live india demand,"['SFJ', 'khalistan']",1
636,636,khalistan sfj stop modi,"['Khalistan', 'SFJ', 'Modi']",1
637,637,due poverty men woman oth commit suicide sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
638,638,stop modi graing land punja farmer solution khalistan go register vote,"['Modi', 'PunjabFarmers', 'Khalistan']",1
639,639,sikh deserve est future new generation well child situation cannot e l,[],1
640,640,farmer lock rail road,"['SFJ', 'Khalistan', 'GheraoModi']",0
641,641,modi please stop unearale turn farmer eventually landless,"['MODI', 'SFJ']",0
642,642,join hand stop modi snatch punja farmer land want right innocent poor farmer,"['Modi', 'PunjabFarmers']",0
643,643,punja farmer solution khalistan register vote sfj,"['PunjabFarmers', 'Khalistan', 'Register2Vote2020', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
644,644,must watch understand how khalistan movement deep state tactic pakistan create unrest,"['Khalistan', 'Pakistan']",0
645,645,call surround modi delhi central government india pass farmer ill which doesn,[],0
646,646,trucker flock amp block delhi sept khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
647,647,stop modi graing land punja farmer khalistan gherao modi bharat bandh,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
648,648,indian government doesnt care aout farmer life farmer ecame miserale commitied suicide,[],0
649,649,protest not men ut also woman teenager also present sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
650,650,stop modi graing land punja farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'GheraoModi']",0
651,651,sfj call gherao modi th sept save farmer punja haryana poverty misery,"['SFJ', 'GheraoModi']",0
652,652,call sfj th sep take part punja farmer delhi hilao khalistan banao sfj call,"['SFJ', 'Delhi', 'Khalistan', 'SFJ']",1
653,653,sep sfj give call gherao modi khalistan gherao modi,"['SFJ', 'GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi']",1
654,654,annually farmer commit suicide instead facilitate india goverment pas law farmer sfj,['SFJ'],0
655,655,farmer lock rail road sep,"['SFJ', 'Khalistan']",0
656,656,sfj give call gherao modi sept khalistan gherao modi bharat bandh,"['GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
657,657,farmer lock rail road sep khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
658,658,save farmer haryana punja delhi hilao khalistan banao sfj call gherao modi sept th tak,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
659,659,thee rail road lock farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
660,660,every year almost farmer commit suicites sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
661,661,stop modi graing land poor punja farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'SFJ', 'GheraoModi']",0
662,662,farmer deserve est future new generation well child situation cannot,[],0
663,663,modi please stop unearale turn farmer eventually landless sfj,"['MODI', 'SFJ', 'Khalistan', 'GheraoModi']",0
664,664,join hand stop modi snatch punja farmer land want right poor farmer sf j,"['Modi', 'PunjabFarmers', 'SfJ']",1
665,665,sept delhi trucker flock block khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
666,666,sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
667,667,sfj khalistan solution injustice do modi govt want khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
668,668,yearly farmer commit suicide indian government not facilitate sfj khalistan,"['SFJ', 'Khalistan']",1
669,669,sfj call protest stop modi graing land farmer khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
670,670,sfj khalistan gherao modi bharat bandh road highway several state lock thousand protes,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
671,671,sfj khalistan gherao modi bharat bandh yearly farmer commit suicide indian government not faci,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
672,672,stop modi graing land punja farmer land mother well never leave mother solution,"['Modi', 'PunjabFarmers']",0
673,673,sfj khalistan gherao modi bharat bandh how could indian gov farmer need support st,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
674,674,sfj khalistan gherao modi bharat bandh stop modi cruelty stand farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
675,675,sfj khalistan gherao modi bharat bandh law pass modi government apply farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
676,676,stop modi graing land punja farmer time modi stop lay hand farmer right,"['Modi', 'PunjabFarmers']",0
677,677,stop modi graing land punja farmer khalistan solution register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
678,678,modi stop injustice poor punja farmer,"['Modi', 'PunjabFarmers', 'Khalistan']",0
679,679,no worry how punja farmer effect call agriculture reform bill pass federal gove,['PunjabFarmers'],0
680,680,class dropout akalia village mansa district stand hour morcha hold flag bku,[],0
681,681,punja farmer clearly see political party politics demand right agriculture gherao modi,"['PunjabFarmers', 'GheraoModi']",0
682,682,draconian law bill increase prolems punja farmer sfj call sept,"['PunjabFarmers', 'SFJ']",0
683,683,trucker indian reach delhi sfj sept gherao modi baharat bandh campaign,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
684,684,gherao modi baharat bandh campaign save punja farmer indian incompetence sfj khalistan,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'SFJ', 'khalistan']",1
685,685,show power sfj call sept gherao modi baharat bandh campaign punja farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
686,686,sept delhi hilao khalistan banao sfj call gherao modi take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
687,687,not let modi snatch land punjafarmers sfj khalistan gherao modi bharat bandh register vote,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Register2Vote2020']",1
688,688,thousand farmer lock road highway several state,[],0
689,689,sfj delhi soon e capital khalistan sfj call gherao modi bharat bandh reply ack indian,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
690,690,farmer protest everywhere india punja let modi know theyll never leave land,[],1
691,691,sfj give call gherao modi baharat bandh sept new delhi punja farmer follow full,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",0
692,692,numer farmer commit suicide every district punja alarm sfj,"['SFJ', 'Khalistan', 'GheraoModi']",0
693,693,not aout money ut fight freedom separate land sikh thrive live peacefully,[],1
694,694,sfj take initiative waive dets farmer sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
695,695,punja farmer solution khalistan gherao modi baharat bandh campaign w,"['PunjabFarmers', 'khalistan', 'GheraoModi', 'BaharatBandh']",1
696,696,modi government pass illegal bad agriculture reform ill punja farmer protest,['PunjabFarmers'],0
697,697,sept gherao modi day punja farmer punja haryana area reach delhi baharat bandh,"['GheraoModi', 'PunjabFarmers', 'Punjab', 'Haryana', 'BaharatBandh']",0
698,698,punja farmer reach protest agricultural reform ill pass indian government,['PunjabFarmers'],0
699,699,farmer lock rail protest high scale indian govt dont know power sikh community,[],1
700,700,sfj khalistan solution injustice do modi govt towards poor sikh family gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
701,701,sfj call protest stop modi graing land poor farmer khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
702,702,never let modi destroy land want justice farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
703,703,stop modi graing land punja farmer khalistan solution let,"['Modi', 'PunjabFarmers', 'Khalistan']",1
704,704,not let modi graing land punja farmer sfj khalistan gherao modi bharat bandh,"['modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
705,705,sfj khalistan gherao modi sikh community join bharat bandh protest change future,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
706,706,farm bill aim ring private company market result which income farmer gra,[],0
707,707,sfj call gherao modi take part bharat bandh raise voice poor farmer right,"['SFJ', 'GheraoModi', 'BharatBandh']",0
708,708,understand democracy modi need understand well want justice farmer sfj khalistan,"['SFJ', 'Khalistan']",1
709,709,many people participate protest modi indian govt neelkamal also final year stud,['modi'],0
710,710,farmer egun send daughter school college gain e lose kaale kanoon ar,[],0
711,711,harmanjot kaur class dropout akalia village mansa district stand hour morcha holdin,[],0
712,712,raise slogan revolution address large mostly male gather farmer,[],0
713,713,farmer afriad legislation pave way dismantle minimum support price msp authority,[],0
714,714,sfj khalistan gherao modi bharat bandh way govt listen priority,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
715,715,go give land amanis company cannot allow india sfj khalistan,"['SFJ', 'Khalistan']",1
716,716,support sfj initiative help poor farmer india khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
717,717,sfj khalistan gherao modi modi always een rutality minority specially sikh,"['SFJ', 'Khalistan', 'GheraoModi']",1
718,718,no sujugation sikh not slave india india mission towards enslave sikh sfj,['SFJ'],1
719,719,sfj delhi e khalistan khalistan sfj call gherao modi protest policy indian govt,"['SFJ', 'Khalistan', 'GheraoModi']",1
720,720,video message gherao modi delhi campaign sfj sept punja farmer time delhi hilao,"['GheraoModi', 'SFJ', 'PunjabFarmers', 'Delhi']",1
721,721,sfj give call gherao modi sept response agricultural reform bill pass modi governmen,"['SFJ', 'GheraoModi']",1
722,722,modi butch minority india specially punja farmer let surround sept,['PunjabFarmers'],1
723,723,sfj khalistan gherao modi bharat bandh farmer india take street protest reform,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
724,724,important message punja farmer sfj gherao modi sept delhi baharat bandh khalistan,"['PunjabFarmers', 'SFJ', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
725,725,sfj khalistan solution want protest modi gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
726,726,appreciate sfj effort start initiative get justice sikh community khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
727,727,idk why modi hate minority always criticize minority india sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
728,728,sfj call protest modi join khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
729,729,sfj give call gharaomodi sfj khalistan gharaomodi bandhharat,"['Sfj', 'gharaomodi', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandhbharat']",1
730,730,indian govt not care aout farmer sfj khalistan gharaomodi bandharat,"['Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
731,731,not let modi graing land punjaland sfj khalistan gharaomodi bandharat,"['modi', 'punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
732,732,sfj khalistan way which peacefully spend life together gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
733,733,sfj call different campaign ecause want right legal way khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
734,734,support sfj fight u khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
735,735,sfj khalistan gherao modi bharat bandh modi stop call india democratic country not,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
736,736,sfj always raise voice sikh khalistan soon e map world gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
737,737,sfj khalistan gherao modi bharat bandh go give land amanis company,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
738,738,sfj khalistan gherao modi gheralo bandh law pass modi government,"['SFJ', 'Khalistan', 'GheraoModi', 'GheraloBandh']",1
739,739,sfj khalistan gherao modi bharat bandh indian government corrupt not look farmer fa,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
740,740,sfj khalistan gherao modi bharat bandh farmer lock rail roa,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
741,741,sfj khalistan gherao modi bharat bandh central government india pass,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
742,742,farmer lock rail road protect right,[],0
743,743,indian government corrupt no care aout farmer,[],0
744,744,yearly farmer commit suicide indian government not facilitate,[],0
745,745,punja haryana epicentre nationwide protest farmer,[],0
746,746,raise slogan revolution address large,[],0
747,747,khalistan solution sfj khalistan gherao modi register vote punja bandh punja farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'Register2Vote2020', 'PunjabBandh', 'PunjabFarmers']",1
748,748,sfj khalistan gheraomodi bandhharat due poverty men woman oth comitted suicide,"['sfj', 'khalistan', 'gheraomodi', 'Bandhbharat']",1
749,749,sfj khalistan gherao modi bharat bandh life farmer ecome miserale force suicide,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
750,750,sfj khalistan gherao modi bharat bandh indian govt not care aout farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
751,751,stop modi seize land punja farmer time take action save farmer punja,"['Modi', 'PunjabFarmers', 'Punjab']",0
752,752,stop modi graing land punja farmer land source income amp read cant let happen,"['Modi', 'PunjabFarmers']",0
753,753,model india ut model khalistan,['Khalistan'],1
754,754,stop modi graing land punja farmer injustice poor farmer theyre already det,"['Modi', 'PunjabFarmers']",0
755,755,stop modi illegally capture land innocent farmer punja farmer solution khalistan,"['Modi', 'PunjabFarmersOnly', 'Khalistan']",1
756,756,stop modi snatch land punja farmer solution khalistan register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
757,757,farmer support inc seem no prolem farm bill farmer protest gather,"['INC', 'FarmBills2020', 'FarmersProtest']",0
